# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_35	cds	25254	25649	+	OAKKFK_01412	254.0	5.5e-87	1.0	0.978	0.969	UniRef:UniRef50_A0A0H3K929
contig_35	cds	25705	26142	+	OAKKFK_01413	248.0	1.9e-84	1.0	1.0	0.883	UniRef:UniRef50_M9NRJ9
contig_35	cds	26123	27568	+	OAKKFK_01414	967.0	0.0	0.988	0.960	0.962	UniRef:UniRef50_B8QIR1
contig_35	ncRNA	27133	27387	+	OAKKFK_01415	314.1	2.7e-45	-	-	-	RFAM:RF02897
contig_35	cds	28300	29865	-	OAKKFK_01416	639.0	1.7e-224	1.008	0.809	0.781	UniRef:UniRef50_A0A7U7PY54
contig_35	cds	29849	30238	-	OAKKFK_01417	-	-	-	-	-	-
contig_35	cds	30441	31493	-	OAKKFK_01418	566.0	2.4e-205	1.0	1.0	1.0	VFDB:VFG001318
contig_35	cds	31702	32385	+	OAKKFK_01419	416.0	3.7e-150	1.0	1.0	1.0	VFDB:VFG001319
contig_35	cds	32385	33461	+	OAKKFK_01420	616.0	7.0e-225	1.0	1.0	0.997	VFDB:VFG044266
contig_35	cds	33458	34336	+	OAKKFK_01421	564.0	1.1e-206	1.0	1.0	1.0	VFDB:VFG001321
contig_35	cds	34346	35314	+	OAKKFK_01422	575.0	6.0e-210	0.997	1.0	1.0	VFDB:VFG044268
contig_35	cds	35376	36110	+	OAKKFK_01423	469.0	1.8e-170	1.0	1.0	0.996	VFDB:VFG044269
contig_35	cds	36129	36452	+	OAKKFK_01424	218.0	1.1e-75	1.0	1.0	1.0	BlastRules:WP_000670950
contig_35	cds	36836	37576	+	OAKKFK_01425	469.0	1.5e-168	0.996	0.980	1.0	UniRef:UniRef50_A0A098H324
contig_35	cds	37956	39014	+	OAKKFK_01426	440.0	1.4e-152	0.960	0.826	0.621	UniRef:UniRef50_Q8DQT8
contig_35	cds	39014	41416	+	OAKKFK_01427	1501.0	0.0	1.105	1.0	0.900	UniRef:UniRef50_Q4L5E4
contig_35	cds	41848	42786	-	OAKKFK_01428	585.0	5.1e-212	1.0	0.948	0.971	UniRef:UniRef50_Q2FZD7
contig_35	cds	43156	43422	+	OAKKFK_01429	93.6	9.1e-25	0.909	0.879	0.588	UniRef:UniRef50_A0A085UFE6
contig_35	cds	43423	43944	+	OAKKFK_01430	301.0	2.3e-104	0.954	0.938	0.988	UniRef:UniRef50_Q2FZD5
contig_35	cds	44017	45729	+	OAKKFK_01431	890.0	0.0	1.0	0.944	0.796	UniRef:UniRef50_A0A0U1MIQ0
contig_35	cds	45739	48087	+	OAKKFK_01432	1428.0	0.0	0.977	0.966	0.991	UniRef:UniRef50_Q2FZD3
contig_35	cds	48260	48574	+	OAKKFK_01433	138.0	6.4e-42	0.990	0.851	0.612	UniRef:UniRef50_P14949
contig_35	cds	48898	50679	+	OAKKFK_01434	660.0	4.0e-232	1.005	0.948	0.560	UniRef:UniRef50_A0A1I1Y9N3
contig_35	cds	51003	51617	+	OAKKFK_01435	358.0	5.8e-126	1.0	1.0	0.858	UniRef:UniRef50_A0A654A6R5
contig_35	cds	51669	53435	+	OAKKFK_01436	777.0	7.4e-277	1.031	0.836	0.634	UniRef:UniRef50_P08065
contig_35	cds	53435	54250	+	OAKKFK_01437	496.0	5.7e-178	0.948	0.880	0.914	UniRef:UniRef50_P08066
contig_35	cds	54486	55286	+	OAKKFK_01438	530.0	1.0e-191	1.0	0.930	0.992	UniRef:UniRef50_Q6GHT5
contig_35	cds	55298	55885	+	OAKKFK_01439	192.0	1.2e-60	0.949	0.885	0.519	UniRef:UniRef50_A0A380GAW1
contig_35	cds	55878	56381	+	OAKKFK_01440	207.0	1.7e-67	1.0	0.954	0.587	UniRef:UniRef50_Q2FZC4
contig_35	cds	56870	57199	+	OAKKFK_01441	198.0	7.3e-68	1.0	1.0	0.991	BlastRules:WP_000739209
contig_35	cds	57568	57969	-	OAKKFK_01442	230.0	2.2e-77	0.992	0.930	0.856	UniRef:UniRef50_A6QG57
contig_35	cds	58639	59145	+	OAKKFK_01443	298.0	1.6e-103	1.0	1.0	0.994	UniRef:UniRef50_Q2FZB9
contig_35	cds	59405	59902	+	OAKKFK_01444	268.0	1.7e-93	1.0	1.0	0.988	BlastRules:WP_000791587
contig_35	cds	60052	60402	+	OAKKFK_01445	221.0	1.2e-76	1.0	1.0	1.0	BlastRules:WP_000669537
contig_35	ncRNA	60636	60882	-	OAKKFK_01446	109.0	6.7e-15	-	-	-	RFAM:RF02894
contig_35	cds	61112	61297	-	OAKKFK_01447	113.0	3.0e-33	1.0	0.847	0.967	UniRef:UniRef50_Q2G1X3
contig_35	cds	61919	62152	-	OAKKFK_01448	156.0	6.3e-50	0.987	0.927	1.0	UniRef:UniRef50_Q2G1X1
contig_35	ncRNA	62605	62662	-	OAKKFK_01449	81.9	3.3e-12	-	-	-	RFAM:RF02396
contig_36	tRNA	51	123	+	OAKKFK_01450	69.3	-	-	-	-	-
contig_36	tRNA	131	206	+	OAKKFK_01451	83.5	-	-	-	-	-
contig_36	tRNA	212	292	+	OAKKFK_01452	69.3	-	-	-	-	-
contig_36	tRNA	308	381	+	OAKKFK_01453	74.6	-	-	-	-	-
contig_36	tRNA	384	456	+	OAKKFK_01454	63.2	-	-	-	-	-
contig_36	tRNA	468	539	+	OAKKFK_01455	66.5	-	-	-	-	-
contig_36	tRNA	545	618	+	OAKKFK_01456	78.6	-	-	-	-	-
contig_36	tRNA	626	700	+	OAKKFK_01457	42.1	-	-	-	-	-
contig_36	tRNA	716	790	+	OAKKFK_01458	27.7	-	-	-	-	-
contig_36	tRNA	829	912	+	OAKKFK_01459	61.4	-	-	-	-	-
contig_37	ncRNA	4	261	-	OAKKFK_01460	196.3	1.1e-26	-	-	-	RFAM:RF02894
contig_37	cds	274	1260	-	OAKKFK_01461	333.0	4.4e-112	1.0	0.956	0.524	UniRef:UniRef50_Q2FX03
contig_37	ncRNA	1390	1713	-	OAKKFK_01462	96.8	3.0e-13	-	-	-	RFAM:RF02894
contig_37	cds	1791	2549	+	OAKKFK_01463	311.0	1.6e-105	0.984	0.873	0.645	UniRef:UniRef50_O34484
contig_37	cds	2766	3152	+	OAKKFK_01464	181.0	8.5e-58	1.203	1.0	0.688	UniRef:UniRef50_G5JJT9
contig_37	cds	3167	3868	+	OAKKFK_01465	259.0	9.0e-86	1.0	1.0	0.571	UniRef:UniRef50_S2XZ35
contig_37	cds	3865	4908	+	OAKKFK_01466	577.0	9.8e-208	0.988	0.983	0.883	UniRef:UniRef50_Q7A2Q0
contig_37	cds	4898	5527	+	OAKKFK_01467	391.0	5.3e-141	1.0	1.0	0.995	BlastRules:WP_000153530
contig_37	cds	5640	6857	-	OAKKFK_01468	730.0	6.0e-266	0.998	0.946	0.983	UniRef:UniRef50_A0A077UL04
contig_37	cds	7135	7410	-	OAKKFK_01469	142.0	6.2e-44	0.978	0.881	0.775	UniRef:UniRef50_A0A2K3ZIL3
contig_37	cds	7417	7881	-	OAKKFK_01470	285.0	2.2e-98	1.0	0.957	0.870	UniRef:UniRef50_Q2FX12
contig_37	cds	8022	8228	+	OAKKFK_01471	-	-	-	-	-	-
contig_37	cds	8240	9487	+	OAKKFK_01472	625.0	2.5e-224	1.010	0.998	0.742	UniRef:UniRef50_A0A9N8IJS9
contig_37	cds	9577	10107	+	OAKKFK_01473	345.0	1.2e-121	1.0	0.983	0.989	UniRef:UniRef50_A0A654BBY2
contig_37	cds	10367	11518	-	OAKKFK_01474	446.0	1.1e-154	0.961	0.904	0.568	UniRef:UniRef50_B9E7Z7
contig_37	cds	11742	11903	+	OAKKFK_01475	84.0	5.6e-22	1.0	0.946	0.774	UniRef:UniRef50_K9ALC9
contig_37	cds	12034	12549	+	OAKKFK_01476	196.0	9.2e-63	1.0	1.0	0.520	UniRef:UniRef50_A0A9Q2HFC6
contig_37	cds	12889	13698	+	OAKKFK_01477	474.0	1.3e-171	1.0	1.0	0.952	BlastRules:WP_000830377
contig_37	cds	13958	14776	+	OAKKFK_01478	335.0	1.6e-114	0.978	0.953	0.650	UniRef:UniRef50_Q2G2G9
contig_37	cds	14754	15068	+	OAKKFK_01479	150.0	7.6e-47	1.0	0.889	0.712	UniRef:UniRef50_G5JJ30
contig_37	cds	15083	16600	+	OAKKFK_01480	996.0	0.0	1.051	1.0	0.951	UniRef:UniRef50_Q2G2H3
contig_37	cds	16609	17445	+	OAKKFK_01481	407.0	5.4e-143	0.960	0.950	0.783	UniRef:UniRef50_Q2G2V7
contig_37	cds	17706	18683	-	OAKKFK_01482	332.0	1.3e-111	0.991	0.958	0.534	UniRef:UniRef50_Q2G2V9
contig_37	cds	18835	19872	+	OAKKFK_01483	506.0	1.0e-179	1.009	0.964	0.684	UniRef:UniRef50_A0A7U7JQ99
contig_37	cds	20175	20717	+	OAKKFK_01484	234.0	3.1e-77	0.950	0.807	0.602	UniRef:UniRef50_Q2G2M8
contig_37	cds	21008	22744	+	OAKKFK_01485	1060.0	0.0	1.0	1.0	1.0	BlastRules:WP_000597238
contig_37	cds	22934	24079	-	OAKKFK_01486	381.0	3.3e-129	0.953	0.933	0.548	UniRef:UniRef50_Q2G2N1
contig_37	cds	24321	25610	-	OAKKFK_01487	487.0	9.3e-169	0.993	0.886	0.554	UniRef:UniRef50_Q2G283
contig_37	cds	25691	26146	+	OAKKFK_01488	243.0	3.8e-82	1.0	0.950	0.748	UniRef:UniRef50_Q5HN72
contig_37	cds	26143	27102	+	OAKKFK_01489	617.0	1.8e-224	0.991	0.975	0.981	UniRef:UniRef50_Q2G281
contig_37	cds	27199	27645	+	OAKKFK_01490	302.0	1.2e-107	1.0	1.0	0.993	BlastRules:WP_000110011
contig_38	cds	480	722	+	OAKKFK_01491	-	-	-	-	-	-
contig_38	cds	1248	1667	-	OAKKFK_01492	264.0	1.1e-90	0.957	0.930	1.0	UniRef:UniRef50_Q1XG19
contig_38	cds	1791	2762	+	OAKKFK_01493	359.0	4.6e-122	1.006	0.929	0.532	UniRef:UniRef50_Q1XG20
contig_38	ncRNA	2883	2983	+	OAKKFK_01494	88.4	1.1e-12	-	-	-	RFAM:RF01797
contig_38	cds	3183	3530	-	OAKKFK_01495	219.0	2.1e-73	1.0	0.865	0.965	UniRef:UniRef50_D2J743
contig_38	cds	3549	4166	-	OAKKFK_01496	-	-	1.0	1.0	1.0	NCBIProtein:BAB43874.1
contig_38	ncRNA	4645	4867	+	OAKKFK_01497	262.4	4.6e-37	-	-	-	RFAM:RF02842
contig_38	cds	5283	5477	-	OAKKFK_01498	67.0	7.5e-15	0.984	0.829	0.587	UniRef:UniRef50_A0A853V0K0
contig_38	cds	5587	6279	+	OAKKFK_01499	420.0	1.7e-149	1.0	1.0	0.978	UniRef:UniRef50_Q1XG25
contig_38	cds	6447	6596	-	OAKKFK_01500	-	-	-	-	-	-
contig_38	cds	7151	7321	-	OAKKFK_01501	-	-	-	-	-	-
contig_38	cds	7452	7886	-	OAKKFK_01502	268.0	2.7e-92	1.0	1.021	0.972	UniRef:UniRef50_A0A380GI84
contig_38	cds	7936	8412	-	OAKKFK_01503	301.0	1.7e-104	0.994	0.801	0.987	UniRef:UniRef50_E4PYB8
contig_38	cds	8838	9581	+	OAKKFK_01504	366.0	1.4e-127	1.008	1.0	0.876	UniRef:UniRef50_D2J7Y8
contig_38	cds	9797	9982	-	OAKKFK_01505	-	-	-	-	-	-
contig_38	cds	10541	10780	-	OAKKFK_01506	-	-	-	-	-	-
contig_38	cds	10867	11727	-	OAKKFK_01507	444.0	4.2e-158	0.808	1.0	0.983	UniRef:UniRef50_A0A3A0VS35
contig_38	cds	12091	12591	-	OAKKFK_01508	320.0	2.0e-111	1.0	0.822	1.0	UniRef:UniRef50_B1B3K0
contig_38	cds	12659	12985	-	OAKKFK_01509	139.0	9.7e-43	0.815	1.0	0.761	UniRef:UniRef50_A0A7I0B1R2
contig_38	cds	12925	13302	-	OAKKFK_01510	-	-	-	-	-	-
contig_38	cds	13540	14166	-	OAKKFK_01511	392.0	3.1e-139	1.0	0.995	0.995	UniRef:UniRef50_B0I1W1
contig_38	cds	14178	14489	-	OAKKFK_01512	187.0	1.7e-61	0.971	0.943	1.0	UniRef:UniRef50_D2J8T3
contig_38	cds	14493	16427	-	OAKKFK_01513	1144.0	0.0	1.0	0.976	0.953	UniRef:UniRef50_D2JDC8
contig_38	cds	16502	16795	-	OAKKFK_01514	197.0	1.3e-65	0.990	0.932	0.990	UniRef:UniRef50_A0A917FB04
contig_38	cds	17175	17570	-	OAKKFK_01515	-	-	1.0	1.0	1.0	NCBIProtein:AAA25638.1
contig_38	cds	17588	18877	-	OAKKFK_01516	-	-	1.0	1.0	0.998	NCBIProtein:AAA25637.1
contig_38	cds	18877	19191	-	OAKKFK_01517	-	-	1.0	1.0	0.990	NCBIProtein:AAA25636.1
contig_38	cds	19252	20010	-	OAKKFK_01518	491.0	5.9e-177	1.0	1.0	0.992	UniRef:UniRef50_P20384
contig_38	cds	20003	21445	-	OAKKFK_01519	935.0	0.0	0.965	0.877	0.998	UniRef:UniRef50_P18416
contig_38	cds	21417	22010	-	OAKKFK_01520	376.0	5.5e-133	0.990	0.924	0.969	UniRef:UniRef50_P19241
contig_38	cds	22274	22654	-	OAKKFK_01521	-	-	1.0	1.0	0.984	NCBIProtein:WP_001284656.1
contig_38	cds	22644	24401	-	OAKKFK_01522	-	-	1.0	1.0	0.954	NCBIProtein:WP_001096386.1
contig_38	cds	24508	24987	+	OAKKFK_01523	-	-	0.937	0.530	1.0	NCBIProtein:WP_000733285.1
contig_39	cds	107	304	-	OAKKFK_01524	-	-	-	-	-	-
contig_39	ncRNA	535	627	+	OAKKFK_01525	106.8	6.8e-16	-	-	-	RFAM:RF01797
contig_39	cds	835	1500	+	OAKKFK_01526	458.0	5.6e-167	1.0	1.0	1.0	IS:IS257-2
contig_40	cds	300	1043	+	OAKKFK_01527	-	-	1.0	0.976	1.0	NCBIProtein:WP_001014230.1
contig_40	cds	1260	1664	+	OAKKFK_01528	-	-	1.0	1.0	1.0	NCBIProtein:WP_001242578.1
contig_40	cds	2171	3433	+	OAKKFK_01529	701.0	4.1e-254	1.0	0.942	1.0	UniRef:UniRef50_P0A0C5
contig_40	cds	3678	4451	+	OAKKFK_01530	518.0	5.7e-187	1.0	0.892	0.996	UniRef:UniRef50_UPI00046E2FF3
contig_40	cds	4455	4661	+	OAKKFK_01531	75.5	4.4e-18	1.015	0.863	0.536	UniRef:UniRef50_Q9K5X3
contig_41	rRNA	90	204	+	OAKKFK_01532	82.2	1.2e-13	-	-	-	RFAM:RF00001
contig_41	cds	551	1888	+	OAKKFK_01533	786.0	5.3e-287	0.960	0.914	0.937	UniRef:UniRef50_A0A3A5LD70
contig_41	cds	1890	2507	+	OAKKFK_01534	402.0	8.8e-143	1.0	0.895	1.0	UniRef:UniRef50_Q2G230
contig_41	cds	2535	2864	+	OAKKFK_01535	150.0	2.8e-46	1.0	0.838	0.606	UniRef:UniRef50_E7FPK3
contig_41	cds	3078	4004	+	OAKKFK_01536	394.0	1.1e-136	1.0	0.984	0.623	UniRef:UniRef50_B9DLG1
contig_41	cds	4005	4808	+	OAKKFK_01537	328.0	3.6e-112	0.985	0.974	0.654	UniRef:UniRef50_Q2G2W9
contig_41	cds	4825	5172	+	OAKKFK_01538	142.0	2.9e-43	1.139	0.992	0.565	UniRef:UniRef50_Q99WB7
contig_41	cds	5446	6171	+	OAKKFK_01539	320.0	1.6e-109	1.0	0.916	0.656	UniRef:UniRef50_A0A380G9L7
contig_41	cds	6164	6412	+	OAKKFK_01540	82.8	1.6e-20	0.976	0.808	0.500	UniRef:UniRef50_A0A358KNN8
contig_41	cds	6414	7253	+	OAKKFK_01541	390.0	1.1e-135	0.996	0.930	0.723	UniRef:UniRef50_A0A380GAP2
contig_41	cds	7538	9511	+	OAKKFK_01542	849.0	3.5e-303	1.020	0.865	0.633	UniRef:UniRef50_Q9KGK8
contig_41	cds	9542	10315	+	OAKKFK_01543	370.0	1.6e-128	0.992	0.924	0.702	UniRef:UniRef50_P23918
contig_41	cds	10482	11018	+	OAKKFK_01544	278.0	8.6e-95	0.983	0.833	0.800	UniRef:UniRef50_Q2G0T1
contig_41	cds	11029	11922	+	OAKKFK_01545	562.0	2.2e-203	0.997	0.946	0.976	UniRef:UniRef50_Q2G0T0
contig_41	cds	12022	12285	+	OAKKFK_01546	167.0	7.8e-54	1.103	1.0	0.906	UniRef:UniRef50_Q2G0S9
contig_41	cds	12595	13443	+	OAKKFK_01547	560.0	7.3e-203	0.996	0.949	0.996	UniRef:UniRef50_B9E8V7
contig_41	cds	13457	14281	+	OAKKFK_01548	306.0	2.2e-102	1.0	0.806	0.547	UniRef:UniRef50_I0JH29
contig_41	cds	14298	14678	+	OAKKFK_01549	239.0	5.4e-81	0.976	0.860	0.992	UniRef:UniRef50_Q2G0S6
contig_41	cds	14750	15052	+	OAKKFK_01550	119.0	1.1e-34	1.040	0.963	0.538	UniRef:UniRef50_Q181B5
contig_41	cds	15417	16769	+	OAKKFK_01551	423.0	1.8e-143	0.984	0.945	0.508	UniRef:UniRef50_A0PXK8
contig_41	cds	16916	17881	+	OAKKFK_01552	429.0	9.2e-150	1.090	1.006	0.660	UniRef:UniRef50_Q83YI7
contig_41	cds	18031	18684	+	OAKKFK_01553	318.0	1.4e-109	1.078	1.0	0.910	UniRef:UniRef50_Q2FJE0
contig_41	cds	18995	19567	+	OAKKFK_01554	211.0	1.2e-67	0.979	0.834	0.559	UniRef:UniRef50_P37470
contig_41	cds	19567	23073	+	OAKKFK_01555	1687.0	0.0	1.0	0.995	0.732	UniRef:UniRef50_A0A1W7AEM4
contig_41	cds	23063	24589	+	OAKKFK_01556	573.0	1.3e-200	0.998	0.927	0.611	UniRef:UniRef50_A0A380G459
contig_41	cds	24589	25782	+	OAKKFK_01557	556.0	1.1e-197	1.0	0.966	0.690	UniRef:UniRef50_A0A240AB46
contig_41	cds	25779	26042	+	OAKKFK_01558	96.3	1.0e-25	0.966	0.832	0.571	UniRef:UniRef50_A0A2U3DB18
contig_41	cds	26060	26452	+	OAKKFK_01559	220.0	1.6e-73	0.985	0.865	0.984	UniRef:UniRef50_Q2G0R4
contig_41	cds	26557	26958	+	OAKKFK_01560	140.0	1.1e-41	1.180	0.994	0.522	UniRef:UniRef50_P37560
contig_41	cds	27138	28433	+	OAKKFK_01561	484.0	3.0e-168	1.002	1.0	0.565	UniRef:UniRef50_A0A853UZS6
contig_41	cds	28438	28977	+	OAKKFK_01562	216.0	2.2e-70	0.994	0.877	0.584	UniRef:UniRef50_P37472
contig_41	cds	29234	31327	+	OAKKFK_01563	1241.0	0.0	0.941	0.840	1.0	UniRef:UniRef50_P37476
contig_41	cds	31555	32436	+	OAKKFK_01564	340.0	1.4e-115	0.997	0.888	0.562	UniRef:UniRef50_P37565
contig_41	cds	32615	33547	+	OAKKFK_01565	405.0	4.7e-141	0.990	0.981	0.651	UniRef:UniRef50_A0A385YYG5
contig_41	cds	33763	34566	+	OAKKFK_01566	510.0	1.5e-183	1.0	0.918	0.955	UniRef:UniRef50_P64141
contig_41	cds	34544	34909	+	OAKKFK_01567	183.0	2.9e-59	0.992	0.976	0.750	UniRef:UniRef50_Q5HIG0
contig_41	cds	34906	35382	+	OAKKFK_01568	200.0	1.1e-64	1.0	0.940	0.633	UniRef:UniRef50_Q2G0Q5
contig_41	cds	35921	37408	+	OAKKFK_01569	609.0	2.1e-215	1.034	0.992	0.602	UniRef:UniRef50_Q97RS9
contig_41	rRNA	37966	38080	+	OAKKFK_01570	86.3	2.1e-14	-	-	-	RFAM:RF00001
contig_41	tRNA	38093	38168	+	OAKKFK_01571	87.0	-	-	-	-	-
contig_41	tRNA	38185	38260	+	OAKKFK_01572	83.5	-	-	-	-	-
contig_41	tRNA	38267	38339	+	OAKKFK_01573	83.1	-	-	-	-	-
contig_41	tRNA	38373	38447	+	OAKKFK_01574	85.6	-	-	-	-	-
contig_41	tRNA	38458	38546	+	OAKKFK_01575	74.6	-	-	-	-	-
contig_41	tRNA	38565	38641	+	OAKKFK_01576	76.7	-	-	-	-	-
contig_41	tRNA	38662	38735	+	OAKKFK_01577	79.9	-	-	-	-	-
contig_41	tRNA	38759	38834	+	OAKKFK_01578	77.5	-	-	-	-	-
contig_42	cds	112	351	-	OAKKFK_01579	130.0	1.4e-39	1.114	0.978	0.830	UniRef:UniRef50_Q5HK25
contig_42	cds	766	2022	-	OAKKFK_01580	769.0	1.0e-280	1.072	0.972	0.933	UniRef:UniRef50_I2FI09
contig_42	cds	2344	2823	-	OAKKFK_01581	180.0	6.7e-57	1.0	1.0	0.560	UniRef:UniRef50_A0A1G9A7J9
contig_42	cds	3191	5509	-	OAKKFK_01582	1392.0	0.0	1.0	1.0	0.938	VFDB:VFG002420
contig_42	cds	5736	6536	-	OAKKFK_01583	244.0	1.2e-78	0.883	0.802	0.511	UniRef:UniRef50_A0A0U5BDW0
contig_42	cds	6925	7713	-	OAKKFK_01584	466.0	2.2e-166	1.042	1.0	0.916	UniRef:UniRef50_Q2G2U2
contig_42	cds	7714	9048	-	OAKKFK_01585	493.0	3.5e-171	0.995	0.931	0.548	UniRef:UniRef50_A0A654CPY7
contig_42	cds	9041	10867	-	OAKKFK_01586	832.0	7.0e-300	1.008	0.989	0.706	UniRef:UniRef50_Q2G2U4
contig_42	cds	10880	11581	-	OAKKFK_01587	317.0	5.3e-108	0.996	0.823	0.668	UniRef:UniRef50_Q8DPL7
contig_42	tRNA	12201	12273	-	OAKKFK_01588	74.2	-	-	-	-	-
contig_42	tRNA	12281	12355	-	OAKKFK_01589	76.7	-	-	-	-	-
contig_42	cds	12784	14067	-	OAKKFK_01590	600.0	7.9e-213	1.0	0.837	0.672	UniRef:UniRef50_A4ITU9
contig_42	cds	14345	15745	-	OAKKFK_01591	668.0	1.1e-239	0.996	0.987	0.739	UniRef:UniRef50_A0A5R9B465
contig_42	cds	15777	16223	-	OAKKFK_01592	161.0	8.2e-50	1.0	0.943	0.561	UniRef:UniRef50_B9DPY3
contig_42	cds	16220	18187	-	OAKKFK_01593	1227.0	0.0	1.0	1.0	0.992	BlastRules:WP_001081643
contig_42	cds	18202	19125	-	OAKKFK_01594	544.0	1.3e-195	1.0	0.927	0.997	UniRef:UniRef50_Q2G2T2
contig_42	cds	19433	20401	-	OAKKFK_01595	671.0	5.0e-245	1.0	0.894	0.994	UniRef:UniRef50_A0A0Z4IRW6
contig_42	ncRNA-region	20461	20559	-	-	77.2	9.9e-14	-	-	-	RFAM:RF00162
contig_42	cds	20764	21093	-	OAKKFK_01596	123.0	5.2e-36	0.982	0.955	0.607	UniRef:UniRef50_Q4A170
contig_42	cds	21090	21785	-	OAKKFK_01597	402.0	1.7e-142	1.0	0.971	0.983	UniRef:UniRef50_Q2G2P6
contig_42	cds	22436	23722	-	OAKKFK_01598	459.0	3.9e-158	0.998	0.903	0.536	UniRef:UniRef50_A0A9D2IMC9
contig_42	ncRNA-region	23812	24021	-	-	111.0	3.1e-15	-	-	-	RFAM:RF00230
contig_42	cds	24101	25615	-	OAKKFK_01599	472.0	2.6e-160	0.982	0.845	0.515	UniRef:UniRef50_P10944
contig_42	cds	25941	26753	+	OAKKFK_01600	428.0	2.9e-151	1.0	0.941	0.774	UniRef:UniRef50_Q2G2P8
contig_42	cds	26841	29510	-	OAKKFK_01601	1672.0	0.0	0.998	0.921	0.999	UniRef:UniRef50_Q2FKQ0
contig_42	cds	29547	31481	-	OAKKFK_01602	824.0	7.8e-294	1.155	0.985	0.577	UniRef:UniRef50_Q839Z1
contig_42	cds	31491	32603	-	OAKKFK_01603	421.0	1.8e-145	0.995	1.003	0.573	UniRef:UniRef50_A0A6V7RBC8
contig_42	cds	32600	32836	-	OAKKFK_01604	157.0	1.8e-50	1.0	0.907	0.987	UniRef:UniRef50_A0A028ZHC3
contig_42	cds	33227	34360	-	OAKKFK_01605	411.0	1.3e-140	1.005	0.900	0.557	UniRef:UniRef50_Q9RCA1
contig_42	cds	34638	35999	-	OAKKFK_01606	531.0	1.8e-185	0.991	0.893	0.597	UniRef:UniRef50_Q2G2H5
contig_42	cds	36730	36867	+	OAKKFK_01607	57.0	1.6e-11	0.978	0.898	0.705	UniRef:UniRef50_W6RYT6
contig_42	cds	36994	37341	+	OAKKFK_01608	218.0	6.8e-73	1.0	0.839	0.991	UniRef:UniRef50_Q2FUQ1
contig_42	cds	37498	38877	+	OAKKFK_01609	588.0	1.7e-207	1.004	0.893	0.633	UniRef:UniRef50_P25811
contig_42	cds	38944	40821	+	OAKKFK_01610	759.0	3.9e-270	0.990	0.927	0.632	UniRef:UniRef50_O32806
contig_42	cds	40821	41540	+	OAKKFK_01611	251.0	2.2e-82	1.008	0.923	0.564	UniRef:UniRef50_Q88T09
contig_42	cds	41583	42422	+	OAKKFK_01612	313.0	1.7e-105	1.029	1.003	0.613	UniRef:UniRef50_A0A6N3FL57
contig_43	cds	26	325	+	OAKKFK_01613	167.0	1.1e-53	0.980	0.951	0.835	UniRef:UniRef50_A0A380DK83
contig_43	cds	336	821	+	OAKKFK_01614	327.0	2.9e-117	1.006	1.0	0.981	VFDB:VFG049826
contig_43	cds	1446	1820	+	OAKKFK_01615	236.0	3.6e-80	0.992	0.953	0.984	UniRef:UniRef50_Q2G174
contig_43	cds	1970	2368	+	OAKKFK_01616	228.0	8.9e-77	1.0	1.0	0.985	UniRef:UniRef50_Q2G173
contig_43	cds	2584	3408	-	OAKKFK_01617	368.0	3.0e-127	0.985	0.931	0.711	UniRef:UniRef50_Q2G172
contig_43	cds	3645	4952	-	OAKKFK_01618	521.0	1.3e-182	0.993	0.977	0.630	UniRef:UniRef50_A0A391ES74
contig_43	cds	5536	6426	+	OAKKFK_01619	377.0	1.8e-130	1.024	0.997	0.630	UniRef:UniRef50_B9DL66
contig_43	cds	6675	7724	+	OAKKFK_01620	456.0	5.2e-159	1.172	1.0	0.599	UniRef:UniRef50_Q2G168
contig_43	cds	7737	8414	+	OAKKFK_01621	271.0	2.2e-90	1.187	0.989	0.562	UniRef:UniRef50_A0A0Z8E1V8
contig_43	cds	8622	9653	+	OAKKFK_01622	527.0	3.9e-188	1.023	1.0	0.900	UniRef:UniRef50_Q2G165
contig_43	cds	9996	11114	+	OAKKFK_01623	626.0	2.8e-226	1.0	1.0	0.825	UniRef:UniRef50_A0AAF0YJ33
contig_43	cds	11089	12012	+	OAKKFK_01624	331.0	2.0e-111	0.971	0.882	0.594	UniRef:UniRef50_A9NGD7
contig_43	cds	12023	13243	+	OAKKFK_01625	587.0	8.1e-210	1.0	1.005	0.778	UniRef:UniRef50_A0A0M2NZD9
contig_43	cds	13348	14880	-	OAKKFK_01626	586.0	3.3e-205	0.984	0.893	0.618	UniRef:UniRef50_Q2G161
contig_43	cds	14920	15801	-	OAKKFK_01627	342.0	4.0e-116	0.990	0.898	0.555	UniRef:UniRef50_Q2G160
contig_43	cds	15959	16819	+	OAKKFK_01628	574.0	2.3e-208	1.0	0.953	0.997	UniRef:UniRef50_A0A2K4AIW7
contig_43	cds	17096	17896	-	OAKKFK_01629	354.0	3.3e-122	0.992	0.974	0.689	UniRef:UniRef50_Q2G158
contig_43	cds	18036	18704	+	OAKKFK_01630	266.0	1.7e-88	0.968	0.874	0.656	UniRef:UniRef50_W0HP80
contig_43	cds	18835	20196	-	OAKKFK_01631	852.0	7.4e-313	1.0	0.983	1.0	UniRef:UniRef50_Q2G156
contig_43	cds	20566	22641	+	OAKKFK_01632	1190.0	0.0	1.0	1.001	0.974	VFDB:VFG001316
