# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_41	cds	12022	12285	+	OAKKFK_01546		Veg protein	SO:0001217, UniRef:UniRef50_Q2G0S9
contig_41	cds	12595	13443	+	OAKKFK_01547		4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	SO:0001217, UniRef:UniRef50_B9E8V7
contig_41	cds	13457	14281	+	OAKKFK_01548		Purine operon repressor	SO:0001217, UniRef:UniRef50_I0JH29
contig_41	cds	14298	14678	+	OAKKFK_01549	ridA	RidA family protein	SO:0001217, UniRef:UniRef50_Q2G0S6
contig_41	cds	14750	15052	+	OAKKFK_01550		Putative septation protein SpoVG	SO:0001217, UniRef:UniRef50_Q181B5
contig_41	cds	15417	16769	+	OAKKFK_01551	glmU	Bifunctional protein GlmU	SO:0001217, UniRef:UniRef50_A0PXK8
contig_41	cds	16916	17881	+	OAKKFK_01552		Ribose-phosphate pyrophosphokinase	SO:0001217, UniRef:UniRef50_Q83YI7
contig_41	cds	18031	18684	+	OAKKFK_01553		Large ribosomal subunit protein bL25	SO:0001217, UniRef:UniRef50_Q2FJE0
contig_41	cds	18995	19567	+	OAKKFK_01554		Peptidyl-tRNA hydrolase	SO:0001217, UniRef:UniRef50_P37470
contig_41	cds	19567	23073	+	OAKKFK_01555		Transcription-repair-coupling factor	SO:0001217, UniRef:UniRef50_A0A1W7AEM4
contig_41	cds	23063	24589	+	OAKKFK_01556		Low temperature requirement B protein	SO:0001217, UniRef:UniRef50_A0A380G459
contig_41	cds	24589	25782	+	OAKKFK_01557		Nucleoside triphosphate pyrophosphohydrolase	SO:0001217, UniRef:UniRef50_A0A240AB46
contig_41	cds	25779	26042	+	OAKKFK_01558		RNA-binding S4 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2U3DB18
contig_41	cds	26060	26452	+	OAKKFK_01559		Septum formation initiator family protein	SO:0001217, UniRef:UniRef50_Q2G0R4
contig_41	cds	26557	26958	+	OAKKFK_01560	yabR	Uncharacterized protein YabR	SO:0001217, UniRef:UniRef50_P37560
contig_41	cds	27138	28433	+	OAKKFK_01561		tRNA(Ile)-lysidine synthase	SO:0001217, UniRef:UniRef50_A0A853UZS6
contig_41	cds	28438	28977	+	OAKKFK_01562		Hypoxanthine-guanine phosphoribosyltransferase	SO:0001217, UniRef:UniRef50_P37472
contig_41	cds	29234	31327	+	OAKKFK_01563	ftsH	ATP-dependent zinc metalloprotease FtsH	SO:0001217, UniRef:UniRef50_P37476
contig_41	cds	31555	32436	+	OAKKFK_01564		33 kDa chaperonin	SO:0001217, UniRef:UniRef50_P37565
contig_41	cds	32615	33547	+	OAKKFK_01565		Cysteine synthase	SO:0001217, UniRef:UniRef50_A0A385YYG5
contig_41	cds	33763	34566	+	OAKKFK_01566		Dihydropteroate synthase	SO:0001217, UniRef:UniRef50_P64141
contig_41	cds	34544	34909	+	OAKKFK_01567		Dihydroneopterin aldolase	SO:0001217, UniRef:UniRef50_Q5HIG0
contig_41	cds	34906	35382	+	OAKKFK_01568		2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	SO:0001217, UniRef:UniRef50_Q2G0Q5
contig_41	cds	35921	37408	+	OAKKFK_01569		Lysine--tRNA ligase	SO:0001217, UniRef:UniRef50_Q97RS9
contig_41	rRNA	37966	38080	+	OAKKFK_01570	rrf	5S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01985, RFAM:RF00001, SO:0000652
contig_41	tRNA	38093	38168	+	OAKKFK_01571	trnV	tRNA-Val(tac)	SO:0000273
contig_41	tRNA	38185	38260	+	OAKKFK_01572	trnT	tRNA-Thr(tgt)	SO:0000270
contig_41	tRNA	38267	38339	+	OAKKFK_01573	trnK	tRNA-Lys(ttt)	SO:0000265
contig_41	tRNA	38373	38447	+	OAKKFK_01574	trnG	tRNA-Gly(gcc)	SO:0000260
contig_41	tRNA	38458	38546	+	OAKKFK_01575	trnL	tRNA-Leu(taa)	SO:0000264
contig_41	tRNA	38565	38641	+	OAKKFK_01576	trnR	tRNA-Arg(acg)	SO:0001036
contig_41	tRNA	38662	38735	+	OAKKFK_01577	trnP	tRNA-Pro(tgg)	SO:0000268
contig_41	tRNA	38759	38834	+	OAKKFK_01578	trnA	tRNA-Ala(tgc)	SO:0000254
contig_42	cds	112	351	-	OAKKFK_01579		hypothetical protein	SO:0001217, UniRef:UniRef50_Q5HK25
contig_42	cds	766	2022	-	OAKKFK_01580		hypothetical protein	PFAM:PF12102.13, SO:0001217, UniRef:UniRef50_I2FI09
contig_42	cds	2344	2823	-	OAKKFK_01581		Ribosomal RNA large subunit methyltransferase H	SO:0001217, UniRef:UniRef50_A0A1G9A7J9
contig_42	cds	3191	5509	-	OAKKFK_01582	adsA	Adenosine synthase A	SO:0001217, UniRef:UniRef50_A0AAE8TKC7, VFDB:VFC0258, VFDB:VFG002420
contig_42	cds	5736	6536	-	OAKKFK_01583	yycJ	Putative metallo-hydrolase YycJ	SO:0001217, UniRef:UniRef50_A0A0U5BDW0
contig_42	cds	6925	7713	-	OAKKFK_01584		Regulatory protein YycH-like domain-containing protein	SO:0001217, UniRef:UniRef50_Q2G2U2
contig_42	cds	7714	9048	-	OAKKFK_01585	yycH	Regulatory protein YycH domain-containing protein	SO:0001217, UniRef:UniRef50_A0A654CPY7
contig_42	cds	9041	10867	-	OAKKFK_01586	walK	Sensor protein kinase WalK	SO:0001217, UniRef:UniRef50_Q2G2U4
contig_42	cds	10880	11581	-	OAKKFK_01587	walR	Transcriptional regulatory protein WalR	SO:0001217, UniRef:UniRef50_Q8DPL7
contig_42	tRNA	12201	12273	-	OAKKFK_01588	trnD	tRNA-Asp(gtc)	SO:0000256
contig_42	tRNA	12281	12355	-	OAKKFK_01589	trnE	tRNA-Glu(ttc)	SO:0000259
contig_42	cds	12784	14067	-	OAKKFK_01590		Adenylosuccinate synthetase	SO:0001217, UniRef:UniRef50_A4ITU9
contig_42	cds	14345	15745	-	OAKKFK_01591		Replicative DNA helicase	SO:0001217, UniRef:UniRef50_A0A5R9B465
contig_42	cds	15777	16223	-	OAKKFK_01592		Large ribosomal subunit protein bL9	SO:0001217, UniRef:UniRef50_B9DPY3
contig_42	cds	16220	18187	-	OAKKFK_01593	gdpP	cyclic-di-AMP phosphodiesterase GdpP	BlastRules:WP_001081643, BlastRules:WP_003242517, SO:0001217, UniRef:UniRef50_A0A389PUT3
contig_42	cds	18202	19125	-	OAKKFK_01594		DUF2232 domain-containing protein	SO:0001217, UniRef:UniRef50_Q2G2T2
contig_42	cds	19433	20401	-	OAKKFK_01595		Alpha/beta fold hydrolase	SO:0001217, UniRef:UniRef50_A0A0Z4IRW6
contig_42	ncRNA-region	20461	20559	-			SAM riboswitch aptamer (S box leader)	RFAM:RF00162, SO:0000140
contig_42	cds	20764	21093	-	OAKKFK_01596	azlD	AzlD domain-containing protein	SO:0001217, UniRef:UniRef50_Q4A170
contig_42	cds	21090	21785	-	OAKKFK_01597		Branched-chain amino acid ABC transporter permease	SO:0001217, UniRef:UniRef50_Q2G2P6
contig_42	cds	22436	23722	-	OAKKFK_01598		Serine--tRNA ligase	SO:0001217, UniRef:UniRef50_A0A9D2IMC9
contig_42	ncRNA-region	23812	24021	-			T-box leader	RFAM:RF00230, SO:0000140
contig_42	cds	24101	25615	-	OAKKFK_01599		Histidine ammonia-lyase	SO:0001217, UniRef:UniRef50_P10944
contig_42	cds	25941	26753	+	OAKKFK_01600		ADP-dependent (S)-NAD(P)H-hydrate dehydratase	SO:0001217, UniRef:UniRef50_Q2G2P8
contig_42	cds	26841	29510	-	OAKKFK_01601		DNA gyrase subunit A	SO:0001217, UniRef:UniRef50_Q2FKQ0
contig_42	cds	29547	31481	-	OAKKFK_01602		DNA gyrase subunit B	SO:0001217, UniRef:UniRef50_Q839Z1
contig_42	cds	31491	32603	-	OAKKFK_01603	recF	DNA replication and repair protein RecF	SO:0001217, UniRef:UniRef50_A0A6V7RBC8
contig_42	cds	32600	32836	-	OAKKFK_01604		RNA-binding protein	SO:0001217, UniRef:UniRef50_A0A028ZHC3
contig_42	cds	33227	34360	-	OAKKFK_01605		Beta sliding clamp	SO:0001217, UniRef:UniRef50_Q9RCA1
contig_42	oriC	34361	34626	?			origin of replication	
contig_42	cds	34638	35999	-	OAKKFK_01606	dnaA	Chromosomal replication initiator protein DnaA	SO:0001217, UniRef:UniRef50_Q2G2H5
contig_42	oriC	36000	36729	?			origin of replication	
contig_42	cds	36730	36867	+	OAKKFK_01607		Large ribosomal subunit protein bL34	SO:0001217, UniRef:UniRef50_W6RYT6
contig_42	cds	36994	37341	+	OAKKFK_01608		Ribonuclease P protein component	SO:0001217, UniRef:UniRef50_Q2FUQ1
contig_42	cds	37498	38877	+	OAKKFK_01609	mnmE	tRNA modification GTPase MnmE	SO:0001217, UniRef:UniRef50_P25811
contig_42	cds	38944	40821	+	OAKKFK_01610	mnmG	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG	SO:0001217, UniRef:UniRef50_O32806
contig_42	cds	40821	41540	+	OAKKFK_01611		Ribosomal RNA small subunit methyltransferase G	SO:0001217, UniRef:UniRef50_Q88T09
contig_42	cds	41583	42422	+	OAKKFK_01612		Nucleoid occlusion protein	SO:0001217, UniRef:UniRef50_A0A6N3FL57
contig_43	cds	26	325	+	OAKKFK_01613		Uncharacterized conserved protein	SO:0001217, UniRef:UniRef50_A0A380DK83
contig_43	cds	336	821	+	OAKKFK_01614	esaG	TIGR01741 family protein	SO:0001217, UniRef:UniRef50_Q2G178, VFDB:VFC0086, VFDB:VFG049826
contig_43	cds	1446	1820	+	OAKKFK_01615		DUF4467 domain-containing protein	SO:0001217, UniRef:UniRef50_Q2G174
contig_43	cds	1970	2368	+	OAKKFK_01616		DUF4064 domain-containing protein	SO:0001217, UniRef:UniRef50_Q2G173
contig_43	cds	2584	3408	-	OAKKFK_01617		Formate/nitrite transporter	SO:0001217, UniRef:UniRef50_Q2G172
contig_43	cds	3645	4952	-	OAKKFK_01618		Branched-chain amino acid transport system carrier protein	SO:0001217, UniRef:UniRef50_A0A391ES74
contig_43	cds	5536	6426	+	OAKKFK_01619		5'-nucleotidase, lipoprotein e(P4) family	SO:0001217, UniRef:UniRef50_B9DL66
contig_43	cds	6675	7724	+	OAKKFK_01620	hrtB	Putative hemin transport system permease protein HrtB	SO:0001217, UniRef:UniRef50_Q2G168
contig_43	cds	7737	8414	+	OAKKFK_01621	hrtA	Putative hemin import ATP-binding protein HrtA	SO:0001217, UniRef:UniRef50_A0A0Z8E1V8
contig_43	cds	8622	9653	+	OAKKFK_01622		Phosphotransferase system EIIC domain-containing protein	SO:0001217, UniRef:UniRef50_Q2G165
contig_43	cds	9996	11114	+	OAKKFK_01623	pfkB	PfkB family carbohydrate kinase	SO:0001217, UniRef:UniRef50_A0AAF0YJ33
contig_43	cds	11089	12012	+	OAKKFK_01624		Pseudouridine-5'-phosphate glycosidase	SO:0001217, UniRef:UniRef50_A9NGD7
contig_43	cds	12023	13243	+	OAKKFK_01625		Putative pyrimidine nucleoside transport protein	SO:0001217, UniRef:UniRef50_A0A0M2NZD9
contig_43	cds	13348	14880	-	OAKKFK_01626		Na+/proline symporter	SO:0001217, UniRef:UniRef50_Q2G161
contig_43	cds	14920	15801	-	OAKKFK_01627		N-acetylneuraminate lyase	SO:0001217, UniRef:UniRef50_Q2G160
contig_43	cds	15959	16819	+	OAKKFK_01628		Glucokinase	SO:0001217, UniRef:UniRef50_A0A2K4AIW7
contig_43	cds	17096	17896	-	OAKKFK_01629		MurR/RpiR family transcriptional regulator	SO:0001217, UniRef:UniRef50_Q2G158
contig_43	cds	18036	18704	+	OAKKFK_01630		Putative N-acetylmannosamine-6-phosphate 2-epimerase	SO:0001217, UniRef:UniRef50_W0HP80
contig_43	cds	18835	20196	-	OAKKFK_01631		Nucleoside transporter/FeoB GTPase Gate domain-containing protein	SO:0001217, UniRef:UniRef50_Q2G156
contig_43	cds	20566	22641	+	OAKKFK_01632	geh	glycerol ester hydrolase	SO:0001217, UniRef:UniRef50_Q99WQ6, VFDB:VFC0251, VFDB:VFG001316
contig_43	cds	22883	23710	-	OAKKFK_01633		BD-FAE-like domain-containing protein	SO:0001217, UniRef:UniRef50_Q2G154
contig_43	cds	23783	24982	-	OAKKFK_01634		Uncharacterized oxidoreductase SpyM50865	SO:0001217, UniRef:UniRef50_P0DN73
contig_43	cds	25284	26285	+	OAKKFK_01635		LLM class flavin-dependent oxidoreductase	SO:0001217, UniRef:UniRef50_A0A390B198
contig_43	cds	26319	26651	+	OAKKFK_01636		Glycine cleavage system H-like protein	SO:0001217, UniRef:UniRef50_P0DN69
contig_43	cds	26652	27452	+	OAKKFK_01637		Protein-ADP-ribose hydrolase	SO:0001217, UniRef:UniRef50_P67343
contig_43	cds	27442	28386	+	OAKKFK_01638		Protein ADP-ribosyltransferase	SO:0001217, UniRef:UniRef50_P0DN71
contig_43	cds	28364	29386	+	OAKKFK_01639		Lipoate--protein ligase 2	SO:0001217, UniRef:UniRef50_A0A0H3JX98
contig_43	cds	29702	30727	+	OAKKFK_01640		NAD-dependent epimerase/dehydratase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0R2AZ52
contig_43	cds	30821	32167	-	OAKKFK_01641		Ascorbate-specific PTS system EIIC component	SO:0001217, UniRef:UniRef50_A0A088T0Z9
contig_43	cds	32182	32466	-	OAKKFK_01642		PTS lactose transporter subunit IIB	SO:0001217, UniRef:UniRef50_A0A2S6D6E6
contig_43	cds	32468	32911	-	OAKKFK_01643		Ascorbate-specific PTS system EIIA component	SO:0001217, UniRef:UniRef50_A0A391DBH8
contig_43	cds	32916	34871	-	OAKKFK_01644	bglG	BglG family transcription antiterminator	SO:0001217, UniRef:UniRef50_A0A391EL22
contig_43	cds	35083	35502	+	OAKKFK_01645	mepR	multidrug efflux transporter transcriptional repressor MepR	BlastRules:WP_000397416, SO:0001217, UniRef:UniRef50_Q2G141
contig_43	cds	35609	36964	+	OAKKFK_01646	mepA	multidrug efflux MATE transporter MepA	NCBIProtein:BAB41547.1, SO:0001217, UniRef:UniRef50_Q2G140
contig_43	cds	37068	37526	+	OAKKFK_01647		Multidrug transporter	SO:0001217, UniRef:UniRef50_Q2G139
contig_43	cds	37590	38948	-	OAKKFK_01648		Glycerol-3-phosphate transporter	SO:0001217, UniRef:UniRef50_A0A0M3DN05
contig_43	cds	39260	40186	+	OAKKFK_01649		Lactoylglutathione lyase	SO:0001217, UniRef:UniRef50_A0A077UG87
contig_43	cds	40200	41261	+	OAKKFK_01650		Luciferase-like domain-containing protein	SO:0001217, UniRef:UniRef50_R2TND6
contig_43	cds	41275	41841	+	OAKKFK_01651		FMN-dependent NADPH-azoreductase	SO:0001217, UniRef:UniRef50_A0A390B1M0
contig_43	cds	41900	42895	-	OAKKFK_01652		UPF0324 membrane protein SERP0111	SO:0001217, UniRef:UniRef50_Q5HRT2
contig_43	cds	43260	43805	+	OAKKFK_01653		hypothetical protein	PFAM:PF13302.13, PFAM:PF13420.13, PFAM:PF13523.12
contig_43	cds	44072	44926	+	OAKKFK_01654		Imelysin-like domain-containing protein	SO:0001217, UniRef:UniRef50_A3N032
contig_43	cds	44923	46152	+	OAKKFK_01655		Deferrochelatase	SO:0001217, UniRef:UniRef50_A0A390V9S3
contig_43	cds	46133	47845	+	OAKKFK_01656		FTR1 family iron permease	SO:0001217, UniRef:UniRef50_A0A4Z1BRH1
contig_43	cds	48086	48691	-	OAKKFK_01657		hypothetical protein	
contig_43	cds	48804	49019	-	OAKKFK_01658	tatA	Sec-independent protein translocase protein TatA	SO:0001217, UniRef:UniRef50_A0A380FX86
contig_43	cds	49127	49516	-	OAKKFK_01659		DUF1398 domain-containing protein	SO:0001217, UniRef:UniRef50_Q2G126
contig_43	cds	49756	49959	+	OAKKFK_01660		HTH cro/C1-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A6V7R2L2
contig_43	cds	49956	50669	+	OAKKFK_01661		DUF3169 domain-containing protein	SO:0001217, UniRef:UniRef50_Q2G1V5
contig_43	cds	50694	51536	+	OAKKFK_01662		ABC transporter ATP-binding protein	SO:0001217, UniRef:UniRef50_A0A1D4LL40
contig_43	cds	51536	52165	+	OAKKFK_01663		ABC-2 transporter permease	SO:0001217, UniRef:UniRef50_Q2G1V6
contig_43	cds	52552	53685	-	OAKKFK_01664		Low temperature requirement protein A	SO:0001217, UniRef:UniRef50_Q2G1V3
contig_43	cds	54224	55405	+	OAKKFK_01665		Acetyl-CoA acetyltransferase	SO:0001217, UniRef:UniRef50_P45855
contig_43	cds	55488	56240	-	OAKKFK_01666		Cyclase family protein	SO:0001217, UniRef:UniRef50_B9DIA3
contig_43	cds	56283	58511	-	OAKKFK_01667		5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase	SO:0001217, UniRef:UniRef50_Q8Y6K3
contig_43	cds	58508	60349	-	OAKKFK_01668		Bifunctional homocysteine S-methyltransferase/5,10-methylenetetrahydrofolate reductase	SO:0001217, UniRef:UniRef50_A0A7U7JSP7
contig_43	cds	60318	61478	-	OAKKFK_01669	metC	Cystathionine beta-lyase MetC	SO:0001217, UniRef:UniRef50_Q4L332
contig_43	cds	61475	62578	-	OAKKFK_01670		Cystathionine gamma-synthase and O-acetylhomoserine thiolyase	SO:0001217, UniRef:UniRef50_A0A7U7JSJ6
contig_43	ncRNA-region	62642	63011	-			T-box leader	RFAM:RF00230, SO:0000140
contig_43	cds	63240	64085	+	OAKKFK_01671	parB	Chromosome/plasmid partitioning protein ParB	SO:0001217, UniRef:UniRef50_A0A390ZJY4
contig_43	cds	64239	65120	+	OAKKFK_01672		hypothetical protein	PFAM:PF00924.24, PFAM:PF21082.3, PFAM:PF21088.2
contig_43	cds	65150	65353	+	OAKKFK_01673		DUF951 domain-containing protein	SO:0001217, UniRef:UniRef50_R7ZAA0
contig_43	cds	65365	66462	+	OAKKFK_01674	ychF	Ribosome-binding ATPase YchF	SO:0001217, UniRef:UniRef50_P37518
contig_43	cds	66548	66739	-	OAKKFK_01675		Phage protein	SO:0001217, UniRef:UniRef50_A0A380G4L3
contig_43	cds	66983	67279	+	OAKKFK_01676		Small ribosomal subunit protein bS6	SO:0001217, UniRef:UniRef50_P21468
contig_43	cds	67300	67803	+	OAKKFK_01677		Single-stranded DNA-binding protein	SO:0001217, UniRef:UniRef50_A0A514LII2
contig_43	cds	67855	68097	+	OAKKFK_01678		Small ribosomal subunit protein bS18	SO:0001217, UniRef:UniRef50_A0A2A5CUP3
contig_43	ncRNA	68268	68363	-	OAKKFK_01679	sau-5971	Staphylococcus sRNA sau-5971	RFAM:RF02397, SO:0000655
contig_43	cds	68374	69348	-	OAKKFK_01680		Abi family protein	SO:0001217, UniRef:UniRef50_Q2G110
contig_43	cds	70270	70881	+	OAKKFK_01681	selX	staphylococcal enterotoxin-like toxin X	NCBIProtein:AEI60187.1, SO:0001217, UniRef:UniRef50_G0Z026
contig_43	cds	71250	71618	+	OAKKFK_01682	yxeA	YxeA family protein	SO:0001217, UniRef:UniRef50_Q2G106
contig_43	cds	71799	72371	+	OAKKFK_01683		Lipoprotein	SO:0001217, UniRef:UniRef50_A0A1D4JIW4
contig_43	cds	72508	72771	-	OAKKFK_01684		HTH cro/C1-type domain-containing protein	SO:0001217, UniRef:UniRef50_Q2G104
contig_43	cds	73071	73322	+	OAKKFK_01685		Transglycosylase	SO:0001217, UniRef:UniRef50_A0A1E8YF00
contig_43	ncRNA	73498	73601	-	OAKKFK_01686	sRNA71	Staphylococcus sRNA71 small RNA	RFAM:RF03534, SO:0000655
contig_43	cds	73748	74329	+	OAKKFK_01687		phosphoglycerate mutase (2,3-diphosphoglycerate-dependent)	SO:0001217, UniRef:UniRef50_A0A380CV51
contig_43	cds	74395	74781	-	OAKKFK_01688		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2K4AJS7
contig_43	cds	74840	74935	+	OAKKFK_01689		hypothetical protein	
contig_43	cds	75048	75674	-	OAKKFK_01690		NDxxF motif lipoprotein	SO:0001217, UniRef:UniRef50_Q4L374
contig_43	cds	75747	75992	-	OAKKFK_01691		hypothetical protein	
contig_43	cds	76118	77641	-	OAKKFK_01692		Alkyl hydroperoxide reductase subunit F	SO:0001217, UniRef:UniRef50_O05204
contig_43	cds	77657	78226	-	OAKKFK_01693		Alkyl hydroperoxide reductase C	SO:0001217, UniRef:UniRef50_K0J4Q8
contig_43	cds	78718	79473	+	OAKKFK_01694		NADPH-dependent oxidoreductase	SO:0001217, UniRef:UniRef50_Q2G0Z5
contig_43	cds	79553	80941	-	OAKKFK_01695	tcyP	L-cystine uptake protein TcyP	SO:0001217, UniRef:UniRef50_P54596
contig_43	cds	81895	83112	-	OAKKFK_01696		Transposase from transposon Tn916	SO:0001217, UniRef:UniRef50_P22886
contig_43	cds	83194	83397	-	OAKKFK_01697		Excisionase	SO:0001217, UniRef:UniRef50_G9X0F4
contig_43	ncRNA-region	83475	83575	-			pemK RNA	RFAM:RF02913, SO:0005836
contig_43	cds	83858	84088	-	OAKKFK_01698		hypothetical protein	PFAM:PF12645.13
contig_43	cds	84085	84507	-	OAKKFK_01699		RNA polymerase sigma factor 70 region 4 type 2 domain-containing protein	SO:0001217, UniRef:UniRef50_A0AAN4UC06
contig_43	ncRNA-region	84795	85024	-			Cis-regulator of HTH transcription factor	RFAM:RF03532, SO:0005836
contig_43	cds	85012	85365	+	OAKKFK_01700		HTH cro/C1-type domain-containing protein	SO:0001217, UniRef:UniRef50_K1LJU3
contig_43	cds	85711	87630	-	OAKKFK_01701	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	NCBIProtein:WP_000691736.1, SO:0001217, UniRef:UniRef50_B1B698
contig_43	ncRNA	87686	87850	-	OAKKFK_01702	sRNA_0030	Enterococcus sRNA 30	RFAM:RF02864, SO:0000655
contig_43	cds	88007	88939	-	OAKKFK_01703		Conjugative transposon protein	SO:0001217, UniRef:UniRef50_F7KH35
contig_43	cds	88936	89937	-	OAKKFK_01704		putative endopeptidase p60	SO:0001217, UniRef:UniRef50_A0A9X8RH11
contig_43	cds	89934	92111	-	OAKKFK_01705	ytxH	YtxH domain-containing protein	SO:0001217, UniRef:UniRef50_F2QFV2
contig_43	cds	92114	94561	-	OAKKFK_01706		ATP/GTP-binding protein	SO:0001217, UniRef:UniRef50_S0JFL1
contig_43	cds	95026	95523	-	OAKKFK_01707	ardA	Antirestriction protein ArdA	SO:0001217, UniRef:UniRef50_Q832A5
contig_43	cds	95640	95861	-	OAKKFK_01708		Conjugal transfer protein	SO:0001217, UniRef:UniRef50_Q81ZJ6
contig_43	cds	95904	97109	-	OAKKFK_01709		HTH cro/C1-type domain-containing protein	SO:0001217, UniRef:UniRef50_F7KH28
contig_43	cds	97287	98672	-	OAKKFK_01710	ftsK	FtsK domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0R1N2G4
contig_43	cds	98701	99084	-	OAKKFK_01711		Conjugative transposon protein	SO:0001217, UniRef:UniRef50_R9MMP9
contig_43	cds	99103	99417	-	OAKKFK_01712		Conjugative transposon protein	SO:0001217, UniRef:UniRef50_R9MVV6
contig_43	ncRNA	99760	99817	-	OAKKFK_01713	sau-5949	Staphylococcus sRNA sau-5949	RFAM:RF02396, SO:0000655
contig_44	cds	62	565	-	OAKKFK_01714		Mobile element protein	SO:0001217, UniRef:UniRef50_A0A0M2P3E2
contig_47	ncRNA	40	312	+	OAKKFK_01715	S35	Staphylococcus sRNA 35 (srn_0335)	RFAM:RF02894, SO:0000655
contig_47	cds	458	871	-	OAKKFK_01716		Cytosolic protein	SO:0001217, UniRef:UniRef50_Q2FX02
contig_47	cds	1096	1827	-	OAKKFK_01717	gatD	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD	SO:0001217, UniRef:UniRef50_A0A0H2WZ38
contig_47	cds	1829	3142	-	OAKKFK_01718	murT	lipid II isoglutaminyl synthase subunit MurT	BlastRules:WP_001250336, SO:0001217, UniRef:UniRef50_A0A0H3JUU7
contig_47	cds	3434	3934	+	OAKKFK_01719	ftnA	H-type ferritin FtnA	BlastRules:WP_000949467, SO:0001217, UniRef:UniRef50_Q2FWZ8
contig_47	cds	4324	4878	+	OAKKFK_01720		Exonuclease domain-containing protein	SO:0001217, UniRef:UniRef50_B9DMT2
contig_47	cds	4946	6016	-	OAKKFK_01721		DNA polymerase IV	SO:0001217, UniRef:UniRef50_Q49YT9
contig_47	cds	6263	6793	-	OAKKFK_01722		Permease	SO:0001217, UniRef:UniRef50_Q2FWZ4
contig_47	cds	6963	8324	-	OAKKFK_01723		Uncharacterized RNA methyltransferase SE_1582	SO:0001217, UniRef:UniRef50_Q8CRU6
contig_47	cds	8405	9352	-	OAKKFK_01724		Diacylglycerol kinase	SO:0001217, UniRef:UniRef50_Q6GFF9
contig_47	ncRNA	9397	9717	+	OAKKFK_01725	S35	Staphylococcus sRNA 35 (srn_0335)	RFAM:RF02894, SO:0000655
contig_47	cds	10120	11547	-	OAKKFK_01726		Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B	SO:0001217, UniRef:UniRef50_Q97SE7
contig_47	cds	11560	13017	-	OAKKFK_01727		Glutamyl-tRNA(Gln) amidotransferase subunit A	SO:0001217, UniRef:UniRef50_Q81ZE8
contig_47	cds	13019	13321	-	OAKKFK_01728		Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C	SO:0001217, UniRef:UniRef50_Q2FWY8
contig_47	cds	13688	15226	+	OAKKFK_01729		Sodium/proline symporter	SO:0001217, UniRef:UniRef50_Q2FWY7
contig_47	cds	15315	16514	-	OAKKFK_01730	camS	CamS family sex pheromone protein	SO:0001217, UniRef:UniRef50_Q2FWY6
contig_47	cds	16527	18530	-	OAKKFK_01731		DNA ligase	SO:0001217, UniRef:UniRef50_U2DXG3
contig_47	cds	18534	20726	-	OAKKFK_01732		ATP-dependent DNA helicase	SO:0001217, UniRef:UniRef50_A0A1D7QY44
contig_47	cds	20723	21415	-	OAKKFK_01733		Heptaprenylglyceryl phosphate synthase	SO:0001217, UniRef:UniRef50_Q53726
contig_47	cds	21587	21889	-	OAKKFK_01734		Trp operon repressor family	SO:0001217, UniRef:UniRef50_C0Z4B9
contig_47	cds	21998	23293	-	OAKKFK_01735		Adenylosuccinate lyase	SO:0001217, UniRef:UniRef50_Q2G2S0
contig_47	cds	24153	25319	+	OAKKFK_01736	scpA	cysteine protease staphopain A	BlastRules:WP_000827761, EC:3.4.22.48, SO:0001217, UniRef:UniRef50_P81297
contig_47	cds	25350	25676	+	OAKKFK_01737		Staphostatin A domain-containing protein	SO:0001217, UniRef:UniRef50_Q2G2R7
contig_47	cds	25968	26141	-	OAKKFK_01738		NETI motif-containing protein	SO:0001217, UniRef:UniRef50_A0A0U1MPT6
contig_47	cds	26122	26724	-	OAKKFK_01739		UPF0316 protein Sca_1484	SO:0001217, UniRef:UniRef50_B9DMS4
contig_47	cds	26995	27816	-	OAKKFK_01740		NH(3)-dependent NAD(+) synthetase	SO:0001217, UniRef:UniRef50_Q88Z14
contig_47	cds	27809	29278	-	OAKKFK_01741		Nicotinate phosphoribosyltransferase	SO:0001217, UniRef:UniRef50_H3SMK9
contig_47	cds	29462	30538	+	OAKKFK_01742		Nitric oxide synthase oxygenase	SO:0001217, UniRef:UniRef50_Q6GFE2
contig_47	cds	30558	31352	+	OAKKFK_01743		prephenate dehydratase	SO:0001217, UniRef:UniRef50_A0A0E7Y8C1
